inst_id	cand_id	url	ne	type	link	pref_label_exact_match	pref_label_end_match	pref_label_match	alt_label_exact_match	alt_label_end_match	alt_label_match	last_part_match	levenshtein_ratio	name_conflict	date_match	solr_iteration	solr_position	solr_score	inlinks	lang	ambig	quotes	type_match	role_match	spec_match	keyword_match	subject_match	entity_match	label
4	10	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Lijst_van_woonplaatsen_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.250	0.850	1.000	0.006	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
4	11	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Lijst_van_gouverneurs_en_commissarissen_van_de_Koning_in_Noord-Brabant	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.308	0.000	0.000	0.250	0.800	1.000	0.004	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
4	12	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Politiek_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.684	0.000	0.000	0.250	0.750	1.000	0.003	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	13	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Lijst_van_windmolens_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.333	0.000	0.000	0.526	0.000	0.000	0.250	0.700	1.000	0.003	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	14	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Lijst_van_steden_en_dorpen_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.250	0.650	1.000	0.002	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
4	15	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Lijst_van_voormalige_gemeenten_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.433	0.000	0.000	0.250	0.600	1.000	0.002	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	16	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Stads-_en_streekvervoer_in_Noord-Brabant	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.519	0.000	0.000	0.250	0.550	1.000	0.002	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	17	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Vlag_van_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.695	0.000	0.000	0.250	0.500	1.000	0.001	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	18	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/RWS_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.627	0.000	0.000	0.250	0.450	1.000	0.001	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
4	19	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Noord-Brabant	location	http://nl.dbpedia.org/resource/Provinciaal_gerechtshof_in_Noord-Brabant	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.491	0.000	0.000	0.250	0.400	1.000	0.001	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
9	20	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam	1.000	0.000	0.000	0.000	0.105	0.263	0.167	0.578	0.000	0.000	1.000	1.000	1.000	0.928	1.000	0.000	0.000	1.000	0.000	0.000	0.995	0.762	0.000	1
9	21	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(gemeente)	1.000	0.000	0.000	0.000	0.500	0.500	0.000	0.786	0.000	0.000	1.000	0.950	1.000	0.043	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
9	22	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(stad_in_New_York)	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.731	0.000	0.000	1.000	0.900	1.000	0.013	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.000	0.000	0
9	23	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Indische_Oceaan)	1.000	0.000	0.000	0.000	0.750	0.250	0.000	0.762	0.000	0.000	1.000	0.850	1.000	0.006	1.000	1.000	0.000	1.000	0.000	0.000	0.964	0.000	0.762	0
9	24	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Jacques_Brel)	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.743	0.000	0.000	1.000	0.800	1.000	0.002	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.964	0
9	25	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(dorp_in_New_York)	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.689	0.000	0.000	1.000	0.750	1.000	0.001	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.000	0.000	0
9	26	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Zuid-Afrika)	1.000	0.000	0.000	0.000	0.000	0.500	0.000	0.596	0.000	0.000	1.000	0.700	1.000	0.001	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.762	0.964	0
9	27	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Spitsbergen)	1.000	0.000	0.000	0.000	0.200	0.600	0.000	0.751	0.000	0.000	1.000	0.650	1.000	0.001	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
9	28	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(schip,_1748)	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.841	0.000	0.000	1.000	0.600	1.000	0.001	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
9	29	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Maggie_MacNeal)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.550	1.000	0.001	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
9	30	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Ohio)	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.880	0.000	0.000	1.000	0.500	1.000	0.001	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.000	0.762	0
9	31	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Missouri)	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.841	0.000	0.000	1.000	0.450	1.000	0.001	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.000	0.000	0
9	32	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(schip,_2000)	1.000	0.000	0.000	0.000	0.500	0.000	0.000	0.652	0.000	0.000	1.000	0.400	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
9	33	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Van_Halen)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.350	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	0
9	34	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Canada)	1.000	0.000	0.000	0.000	0.500	0.500	0.000	0.741	0.000	0.000	1.000	0.300	1.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.762	0.000	0
9	35	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Kris_De_Bruyne)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.250	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
9	36	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(1814)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.200	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0
9	37	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(Al_Stewart)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.150	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
9	38	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(1688-1712)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.100	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
9	39	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(schip,_1652)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.050	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	40	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(luchthaven)	1.000	0.000	0.000	0.000	0.714	0.143	0.000	0.449	0.000	0.000	1.000	1.000	1.000	0.490	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
13	41	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(hardware)	1.000	0.000	0.000	0.000	0.600	0.000	0.000	0.339	0.000	0.000	1.000	0.950	1.000	0.086	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0
13	42	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(Windows_Phone)	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.929	0.000	0.000	1.000	0.900	1.000	0.005	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	43	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hub_(bassist)	1.000	0.000	0.000	0.000	0.000	0.500	0.000	0.535	0.000	0.000	1.000	0.850	1.000	0.015	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	0
13	44	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hub_(comics)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.800	1.000	0.006	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
13	45	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hub_(network_science_concept)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.750	1.000	0.004	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	46	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hubrecht_(voornaam)	0.000	0.000	0.000	0.167	0.000	0.000	0.333	0.701	0.000	0.000	0.750	0.700	0.986	0.010	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	47	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Discovery_Family	0.000	0.000	0.000	0.125	0.125	0.250	0.000	0.355	0.000	0.000	0.750	0.650	0.986	0.331	0.000	0.000	0.000	-1.000	0.000	0.000	0.000	0.762	0.000	0
13	48	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hubert_Zemke	0.000	0.000	0.000	0.500	0.000	0.500	0.000	0.572	0.000	1.000	0.750	0.600	0.986	0.018	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
13	49	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Kevin_Hughes_(Gaelic_footballer)	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.633	0.000	0.000	0.750	0.550	0.986	0.011	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.762	0.000	0
13	50	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hub,_California	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.676	0.000	0.000	0.750	0.500	0.986	0.004	0.000	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	0
13	51	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Okko	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.500	0.000	0.000	0.750	0.450	0.986	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	52	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://dbpedia.org/resource/Hamdard_University_Bangladesh	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.594	0.000	0.000	0.750	0.400	0.986	0.003	0.000	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	0
13	53	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Henry_Hub	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.250	0.350	0.784	0.015	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
15	54	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Zwarte Beertjes	location	http://nl.dbpedia.org/resource/Zwarte_Beertjes	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	1
17	55	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Engels	1.000	0.000	0.000	0.000	0.024	0.000	0.000	0.457	0.000	0.000	1.000	1.000	0.914	0.981	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	1
17	56	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Engels_(schaakopening)	1.000	0.000	0.000	0.000	0.025	0.000	0.000	0.090	0.000	0.000	1.000	0.950	0.914	0.002	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	57	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Engels_(stad)	1.000	0.000	0.000	0.000	0.000	0.667	0.000	0.548	0.000	0.000	1.000	0.900	0.914	0.001	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	58	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Engels_(restaurant)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.850	0.914	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.000	0.762	0
17	59	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://dbpedia.org/resource/Engels_(inhabited_locality)	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.816	0.000	0.000	1.000	0.800	0.914	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	60	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://dbpedia.org/resource/Engels_(surname)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.750	0.914	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	61	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Friedrich_Engels	0.000	1.000	0.000	0.083	0.583	0.000	0.000	0.617	0.000	0.500	0.750	0.700	1.000	0.014	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	0
17	62	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Piet_Engels	0.000	1.000	0.000	0.000	0.333	0.333	0.000	0.500	0.000	1.000	0.500	0.650	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	63	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/John_Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.706	0.000	1.000	0.500	0.600	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
17	64	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Adriaan_Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.000	0.500	0.550	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	0
17	65	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Hans_Engels	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.515	0.000	0.500	0.500	0.500	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
17	66	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Jan_Engels	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.588	0.000	1.000	0.500	0.450	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
17	67	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Astrid_Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.632	0.000	1.000	0.500	0.400	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
17	68	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Stefaan_Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.500	0.500	0.350	0.812	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
18	69	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Harriët Freezer	person	http://nl.dbpedia.org/resource/Harriët_Freezer	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.762	0.000	1
19	70	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engelse	other	http://nl.dbpedia.org/resource/Engeland	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.433	0.000	0.000	0.750	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	1
20	71	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Gaston Leroux	person	http://nl.dbpedia.org/resource/Gaston_Leroux	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.810	0.000	0.500	1.000	1.000	1.000	0.950	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.762	0.964	1
20	72	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Gaston Leroux	person	http://dbpedia.org/resource/Gaston_Leroux_(politician)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.500	1.000	0.950	1.000	0.028	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
20	73	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Gaston Leroux	person	http://dbpedia.org/resource/Gaston_Leroux_(ice_hockey)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	1.000	0.900	1.000	0.022	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
21	74	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Het Spook van de Opera	other	http://nl.dbpedia.org/resource/Het_spook_van_de_opera_(roman)	1.000	0.000	0.000	0.000	0.000	0.000	0.125	0.491	0.000	0.000	1.000	1.000	1.000	0.338	1.000	1.000	0.000	0.000	0.000	1.000	0.995	0.762	0.964	1
21	75	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Het Spook van de Opera	other	http://nl.dbpedia.org/resource/The_Phantom_of_the_Opera_(musical)	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.439	0.000	0.000	0.750	0.950	1.000	0.662	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.964	0
22	76	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Frans	other	http://nl.dbpedia.org/resource/Frans	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.481	0.000	0.000	1.000	1.000	0.986	0.961	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
