inst_id	cand_id	url	ne	type	link	pref_label_exact_match	pref_label_end_match	pref_label_match	alt_label_exact_match	alt_label_end_match	alt_label_match	last_part_match	levenshtein_ratio	name_conflict	date_match	solr_iteration	solr_position	solr_score	inlinks	lang	ambig	quotes	type_match	role_match	spec_match	keyword_match	subject_match	entity_match	label
7	14	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.000	0.000	0.000	0.050	1.000	0.690	1.000	0.000	0.000	1.000	0.000	0.000	0.995	0.762	0.000	1
7	15	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Universiteit_van_Amsterdam	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.360	0.000	0.000	0.000	0.100	0.189	0.078	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
7	16	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Rijksmuseum_Amsterdam	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.378	0.000	0.000	0.000	0.150	0.189	0.047	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.000	0
7	17	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Vrije_Universiteit_Amsterdam	0.000	1.000	0.000	0.000	0.375	0.000	0.000	0.458	0.000	0.000	0.000	0.200	0.189	0.035	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
7	18	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(gemeente)	1.000	0.000	0.000	0.000	0.500	0.500	0.000	0.786	0.000	0.000	0.000	0.250	1.000	0.032	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
7	19	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Stedelijk_Museum_Amsterdam	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.300	0.189	0.023	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.000	0
7	20	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Station_Amsterdam_Centraal	0.000	0.000	1.000	0.000	0.111	0.444	0.000	0.495	0.000	0.000	0.000	0.350	0.189	0.022	1.000	0.000	0.000	1.000	0.000	0.000	0.964	0.000	0.762	0
7	21	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Nieuw-Amsterdam_(Nieuw-Nederland)	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.651	0.000	0.000	0.000	0.400	0.189	0.020	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
7	22	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Conservatorium_van_Amsterdam	0.000	1.000	0.000	0.000	0.200	0.000	0.000	0.494	0.000	0.000	0.000	0.450	0.189	0.017	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
7	23	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdamsche_Hockey_&_Bandy_Club	0.000	0.000	0.000	0.250	0.000	0.500	0.000	0.743	0.000	0.000	0.000	0.500	0.370	0.015	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
7	24	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/International_Documentary_Film_Festival_Amsterdam	0.000	1.000	0.000	0.000	0.333	0.000	0.000	0.293	0.000	0.000	0.000	0.550	0.189	0.010	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0
7	25	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Amsterdam	location	http://nl.dbpedia.org/resource/Amsterdam_(stad_in_New_York)	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.600	1.000	0.010	1.000	1.000	0.000	1.000	0.000	0.000	0.762	0.000	0.000	0
11	26	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(luchthaven)	1.000	0.000	0.000	0.000	0.500	0.000	0.000	0.476	0.000	0.000	0.000	0.050	1.000	0.808	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
11	27	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(hardware)	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.700	0.000	0.000	0.000	0.100	1.000	0.142	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0
11	28	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Henry_Hub	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.150	0.186	0.025	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
11	29	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hubrecht_(voornaam)	0.000	0.000	0.000	0.167	0.000	0.000	0.333	0.701	0.000	0.000	0.000	0.200	0.300	0.017	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
11	30	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Hub	person	http://nl.dbpedia.org/resource/Hub_(Windows_Phone)	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.929	0.000	0.000	0.000	0.250	1.000	0.008	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
13	31	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Zwarte Beertjes	location	http://nl.dbpedia.org/resource/Zwarte_Beertjes	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	1
15	32	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Engels	1.000	0.000	0.000	0.000	0.167	0.000	0.000	0.697	0.000	0.000	0.000	0.050	1.000	0.910	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	1
15	33	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Amerikaans-Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.333	0.425	0.000	0.000	0.000	0.100	0.185	0.035	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
15	34	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Brits-Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.464	0.000	0.000	0.000	0.150	0.185	0.018	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
15	35	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Canadees-Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.513	0.000	0.000	0.000	0.200	0.185	0.015	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.995	0
15	36	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Friedrich_Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.545	0.000	0.500	0.000	0.250	0.863	0.013	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.762	0
15	37	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engels	other	http://nl.dbpedia.org/resource/Australisch-Engels	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.417	0.000	0.000	0.000	0.300	0.185	0.008	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
16	38	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Harriët Freezer	person	http://nl.dbpedia.org/resource/Harriët_Freezer	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.000	1.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.762	0.000	1
17	39	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Engelse	other	http://nl.dbpedia.org/resource/Engeland	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.746	0.000	0.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	1
18	40	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Gaston Leroux	person	http://nl.dbpedia.org/resource/Gaston_Leroux	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.500	0.000	0.050	1.000	1.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.762	0.964	1
19	41	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Het Spook van de Opera	other	http://nl.dbpedia.org/resource/The_Phantom_of_the_Opera_(musical)	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.804	0.000	0.000	0.000	0.050	0.066	0.662	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.964	0
19	42	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Het Spook van de Opera	other	http://nl.dbpedia.org/resource/Het_spook_van_de_opera_(roman)	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.743	0.000	0.000	0.000	0.100	1.000	0.338	1.000	1.000	0.000	0.000	0.000	1.000	0.995	0.762	0.964	1
20	43	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Frans	other	http://nl.dbpedia.org/resource/Frans	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.000	0.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
21	44	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Parijs	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.955	0.000	0.000	0.000	0.050	1.000	0.822	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	0.762	1
21	45	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Universiteit_van_Parijs	0.000	1.000	0.000	0.000	0.000	0.000	0.400	0.305	0.000	0.000	0.000	0.100	0.168	0.059	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	0.762	0
21	46	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Vredesconferentie_van_Parijs_(1919)	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.328	0.000	0.000	0.000	0.150	0.168	0.016	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
21	47	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Notre-Dame_van_Parijs	0.000	1.000	0.000	0.000	0.333	0.000	0.500	0.353	0.000	0.000	0.000	0.200	0.168	0.014	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.000	0
21	48	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Metro_van_Parijs	0.000	1.000	0.000	0.000	0.250	0.000	0.000	0.566	0.000	0.000	0.000	0.250	0.168	0.013	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
21	49	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Commune_van_Parijs_(1871)	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.300	0.168	0.011	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.762	0.762	0
21	50	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Vrede_van_Parijs_(1783)	0.000	1.000	0.000	0.000	0.000	0.000	0.500	0.443	0.000	0.000	0.000	0.350	0.168	0.010	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.995	0
21	51	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Vrede_van_Parijs_(1763)	0.000	1.000	0.000	0.000	0.500	0.000	1.000	0.507	0.000	0.000	0.000	0.400	0.168	0.010	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.000	1.000	0
21	52	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/ATP-toernooi_van_Parijs	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.447	0.000	0.000	0.000	0.450	0.168	0.008	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
21	53	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Aartsbisdom_Parijs	0.000	1.000	0.000	0.000	0.000	0.000	0.750	0.467	0.000	0.000	0.000	0.500	0.168	0.007	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0
21	54	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Aanslagen_in_Parijs_van_november_2015	0.000	0.000	1.000	0.000	0.250	0.500	0.000	0.296	0.000	0.000	0.000	0.550	0.168	0.007	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.762	0
21	55	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Vrede_van_Parijs_(1898)	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.511	0.000	0.000	0.000	0.600	0.168	0.005	1.000	1.000	0.000	0.000	0.000	0.000	0.762	0.000	0.964	0
21	56	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Bevrijding_van_Parijs	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.422	0.000	0.000	0.000	0.650	0.168	0.005	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	0.964	0
21	57	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Vrede_van_Parijs_(1947)	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.434	0.000	0.000	0.000	0.700	0.168	0.005	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
21	58	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Observatorium_van_Parijs	0.000	1.000	0.000	0.000	0.000	0.000	0.333	0.375	0.000	0.000	0.000	0.750	0.168	0.005	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.762	0
21	59	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Parijs	location	http://nl.dbpedia.org/resource/Beleg_van_Parijs_(1870-1871)	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.523	0.000	0.000	0.000	0.800	0.168	0.004	1.000	1.000	0.000	0.000	0.000	0.000	0.995	0.000	0.762	0
22	60	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Jan_van_Gent	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.000	0.500	0.000	0.050	1.000	0.530	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.995	0
22	61	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Jan-van-gent	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.000	0.000	0.000	0.100	0.549	0.161	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
22	62	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Bavo_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.125	0.397	0.000	0.000	0.000	0.150	0.059	0.065	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.762	0
22	63	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Pacifische_jan-van-gent	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.456	0.000	0.000	0.000	0.200	0.195	0.056	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
22	64	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Kaapse_jan-van-gent	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.535	0.000	0.000	0.000	0.250	0.195	0.043	1.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	0.000	0
22	65	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Ineke_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.579	0.000	0.500	0.000	0.300	0.059	0.028	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
22	66	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Arnulf_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.505	0.000	0.000	0.000	0.350	0.059	0.028	1.000	0.000	0.000	1.000	0.000	0.000	0.964	0.000	0.000	0
22	67	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Livinus_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.380	0.000	0.000	0.000	0.400	0.059	0.023	1.000	0.000	0.000	1.000	0.000	0.000	0.762	0.000	0.000	0
22	68	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Pharaïldis_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.413	0.000	0.000	0.000	0.450	0.059	0.019	1.000	0.000	0.000	1.000	0.000	0.000	0.762	0.762	0.762	0
22	69	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Jean-Baptiste_Loeillet_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.512	0.000	0.000	0.000	0.500	0.059	0.014	1.000	0.000	0.000	1.000	0.000	0.000	0.762	0.762	0.000	0
22	70	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Maarten_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.707	0.000	0.500	0.000	0.550	0.059	0.006	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.964	0
22	71	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Florbertus_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.572	0.000	0.000	0.000	0.600	0.059	0.006	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.762	0.000	0
22	72	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://nl.dbpedia.org/resource/Zeger_III_van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.401	0.000	0.000	0.000	0.650	0.059	0.006	1.000	0.000	0.000	1.000	0.000	0.000	0.762	0.000	0.995	0
22	73	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Jan van Gent	person	http://dbpedia.org/resource/Eugene_Van_Gent	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.645	0.000	0.500	0.000	0.700	0.059	0.015	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0
23	74	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Joop van den Broek	person	http://nl.dbpedia.org/resource/Joop_van_den_Broek	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.999	0.762	0.762	1
25	75	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	Nederlandse	other	http://nl.dbpedia.org/resource/Nederland	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.596	0.000	0.000	0.000	0.050	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.964	1
