id	ne	type	url	dpb	solr_pos	cand_pos	solr_score	cand_score	solr_inlinks	cand_inlinks	quotes	lang	main_title_exact_match	main_title_start_match	main_title_end_match	main_title_match	title_exact_match_fraction	title_start_match_fraction	title_end_match_fraction	title_match_fraction	title_exact_match_rel_fraction	title_start_match_rel_fraction	title_end_match_rel_fraction	title_match_rel_fraction	last_part_match_fraction	last_part_match_rel_fraction	mean_levenshtein_ratio	name_conflict	date_match	type_match	role_match	subject_match	entity_match	spec_match	label
21	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/GEB-gebouw	0	0	0	0	0	0	0	0	0	1	0	0	0.00000	1.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
22	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Gemeente-energiebedrijf_(Amsterdam)	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	1.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
23	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/G%C3%B6del,_Escher,_Bach	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.10000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
24	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Geb	0.25000	0.10000	0.76602	0.76602	0.23904	0.69767	0	0	1	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.66667	0	0	0	0	0	0	0	0
25	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/GEB_America	0	0	0	0	0	0	0	0	0	1	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
26	Geb	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Kire_language	0.35000	0.15000	0.07799	0.07799	0.01992	0.05814	0	0	0	0	0	0	0.00000	0.00000	0.50000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.30952	0	0	0	0	0	0	0	0
27	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Wim_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
28	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Kok_(beroep)	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
29	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Antony_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Ada_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
31	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Mimi_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
32	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Zweedse_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
33	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Marja_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
34	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Hans_Kok_(kraker)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
35	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Irene_de_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
36	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Mink_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
37	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Mary_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
38	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Chek_Lap_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
39	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Gretta_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
40	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Auke_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
41	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Mong_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
42	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Johannes_Antonius_de_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
43	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Albert_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
44	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Kwartje_van_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
45	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Jan_de_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
46	J. H. Kok	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Bessel_Kok	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
47	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/The_League_of_Extraordinary_Gentlemen:_Black_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
48	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/September_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
49	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Iraq_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
50	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Farewell_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
51	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Black_Dossier_(film)	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
52	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/The_James_Bond_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
53	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Danger_Society:_The_Young_Bond_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
54	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/A_Praed_Street_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
55	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/The_Miernik_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
56	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/The_Last_Mystery_of_Edgar_Allan_Poe:_The_Troy_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
57	Van „ Dossier	other	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://dbpedia.org/resource/Victimization_Dossier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
58	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Universiteitsbibliotheek_Leiden	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.08333	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
59	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Beorn_Nijenhuis	0	0	0	0	0	0	0	0	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0	0	0	0	0.00000	0	0	0	-1	0	0	0	0	0	0
60	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Johan_Nijenhuis	0.15000	0.05000	0.39406	0.39406	0.17195	0.33188	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.75000	0	0	1	0	1	0	0	0
61	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Rutger_Jan_Schimmelpenninck_van_Nijenhuis	0.20000	0.10000	0.39406	0.39406	0.04525	0.08734	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	0	0	1	0	-1	0	0	0
62	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Nijenhuis_(Diepenheim)	0.25000	0.15000	1.00000	1.00000	0.03846	0.07424	0	1	1	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0	0	0	0	0	0	0	0
63	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Nijenhuis_(Olst-Wijhe)	0.30000	0.20000	1.00000	1.00000	0.03846	0.07424	0	1	1	0	0	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0	0	0	0	1	0	0	0
64	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Nienke_Nijenhuis	0.35000	0.25000	0.39406	0.39406	0.02941	0.05677	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.72000	0	0	1	0	0	0	0	0
65	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Arnold_Adolf_Bentinck_van_Nijenhuis	0.40000	0.30000	0.39406	0.39406	0.02715	0.05240	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.40909	0	0	1	0	-1	0	0	0
66	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Johannes_Bodel_Nijenhuis	0.45000	0.35000	0.47345	0.47345	0.02489	0.04803	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.03571	0.00000	0.00000	0.00000	0.59416	0	0	1	0	0	0	0	0
67	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Gerard_Nijenhuis	0.50000	0.40000	0.39406	0.39406	0.02489	0.04803	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.72000	0	0	1	0	1	0	0	0
68	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Gerhard_Nijenhuis	0.55000	0.45000	0.39406	0.39406	0.02262	0.04367	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.69231	0	0	1	0	-1	0	0	0
69	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Volkier_Marius_François_Bentinck_tot_Nijenhuis	0.60000	0.50000	0.58572	0.58572	0.02036	0.03930	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.10714	0.00000	0.00000	0.00000	0.31118	0	0	0	0	-1	0	0	0
70	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Rudolph_Anne_van_Hoëvell_tot_Nijenhuis	0.65000	0.55000	0.58572	0.58572	0.01810	0.03493	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.10714	0.00000	0.00000	0.00000	0.38298	0	0	0	0	0	0	0	0
71	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Adolf_Carel_Bentinck_van_Nijenhuis	0.70000	0.60000	0.39406	0.39406	0.01357	0.02620	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.41860	0	0	1	0	-1	0	0	0
72	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Bé_Nijenhuis	0.75000	0.65000	0.53436	0.53436	0.01357	0.02620	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.07143	0.00000	0.00000	0.00000	0.81143	0	0	0	0	1	0	0	0
73	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Hans_Nijenhuis	0.80000	0.70000	0.39406	0.39406	0.01131	0.02183	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.78261	0	0	1	0	1	0	0	0
74	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Jan_Nijenhuis	0.85000	0.75000	0.39406	0.39406	0.00905	0.01747	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.81818	0	0	1	0	0	0	0	0
75	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Miranda_Nijenhuis	0.90000	0.80000	0.39406	0.39406	0.00452	0.00873	0	1	0	0	1	0	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.69231	0	0	1	0	0	0	0	0
76	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Bijna_complexe_variëteit	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0.08333	0.00000	0.00000	0	0	0	0	0.00000	0	0	1	0	0	0	0	0	0	0
77	Nijenhuis	person	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Albert_Nijenhuis	1.00000	0.85000	0.53436	0.53436	0.00452	0.00873	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.07143	0.00000	0.00000	0.00000	0.78000	0	0	0	0	-1	0	0	0
78	Noord-Brabant	location	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Noord-Brabant	0.05000	0.05000	1.00000	1.00000	0.34759	0.53181	0	1	1	0	0	0	0.27273	0.00000	0.09091	0.00000	0.10000	0.00000	0.03333	0.00000	0.08333	0.03333	0.89452	0	0	1	0	0	0	0	1
79	Noord-Brabant	location	http://resolver.kb.nl/resolve?urn=ddd:010616555:mpeg21:a0126:ocr	http://nl.dbpedia.org/resource/Eindhoven	0.10000	0.10000	0.10344	0.10344	0.30221	0.46237	0	1	0	0	0	0	0.00000	0.00000	0.08333	0.00000	0.00000	0.00000	0.03333	0.00000	0	0.00000	0.34385	0	0	1	0	0	0	0	0
